"universite_nom","etablissement_nom","domaine_nom","speciality","group","diplome_nom","diplomes_M","diplomes_F","diplomes_total"
"UNIVERSITE DE JENDOUBA","Institut Supérieur des Langues Appliquées et Informatique de Béja","Sciences  informatique et multimédia","علوم الإعلامية: هندسة البرمجيات ونظم المعلومات","إعلامية","Diplôme National en Licence",6,21,27
"UNIVERSITE DE JENDOUBA","Institut Supérieur des Langues Appliquées et Informatique de Béja","Lettres","الأنقليزية","آداب إنقليزية","Diplôme National en Licence",0,30,30
"UNIVERSITE DE JENDOUBA","Institut Supérieur des Langues Appliquées et Informatique de Béja","Lettres","الترجمة ألمانية","ترجمة ولغات مطبقة","Diplôme National en Licence",1,5,6
"UNIVERSITE DE JENDOUBA","Institut Supérieur des Langues Appliquées et Informatique de Béja","Lettres","اللغات والتكنولوجيا: ترجمة","ترجمة ولغات مطبقة","Mastère professionnel",0,5,5
"UNIVERSITE DE JENDOUBA","Institut Supérieur des Langues Appliquées et Informatique de Béja","Lettres","تواصل الثقافات والسياحة اسبانية","لغة إسبانية","Diplôme National en Licence",1,4,5
"UNIVERSITE DE JENDOUBA","Institut Supérieur des Langues Appliquées et Informatique de Béja","Sciences  informatique et multimédia","علوم الاعلامية","إعلامية","Mastère professionnel",5,21,26
"UNIVERSITE DE JENDOUBA","Institut Supérieur des Arts et Métiers de Siliana","Arts","إشهار خطي","علوم وتقنيات الفنون","Diplôme National en Licence",3,4,7
"UNIVERSITE DE JENDOUBA","Institut Supérieur des Arts et Métiers de Siliana","Arts","الفنون التشكيلية","الفن التشكيلي","Diplôme National en Licence",0,8,8
"UNIVERSITE DE JENDOUBA","Institut Supérieur des Arts et Métiers de Siliana","Arts","تصميم الفضاء","فنون وحرف","Diplôme National en Licence",3,26,29
"UNIVERSITE DE JENDOUBA","Institut Supérieur des Arts et Métiers de Siliana","Arts","تصميم منتوج : ابتكار حرفي","فنون وحرف","Diplôme National en Licence",3,0,3
"UNIVERSITE DE JENDOUBA","Institut Supérieur des Arts et Métiers de Siliana","Arts","تصميم منتوج : ابتكار حرفي","فنون وحرف","Mastère professionnel",7,14,21
"UNIVERSITE DE JENDOUBA","Institut Supérieur de Musique et de Théâtre du Kef","Arts","المسرح وفنون العرض: التربية المسرحية","الفن المسرحي","Diplôme National en Licence",3,4,7
"UNIVERSITE DE JENDOUBA","Institut Supérieur de Musique et de Théâtre du Kef","Arts","المسرح وفنون العرض:فنون الممثل","الفن المسرحي","Diplôme National en Licence",3,4,7
"UNIVERSITE DE JENDOUBA","Institut Sylvo-Pastoral de Tabarka","Agriculture sylviculture et halieutique","تثمين الموارد الطبيعية","علوم فلاحية","Mastère professionnel",4,9,13
"UNIVERSITE DE JENDOUBA","Institut Sylvo-Pastoral de Tabarka","Agriculture sylviculture et halieutique","علوم وتقنيات الغابات","علوم فلاحية","Diplôme National en Licence",5,23,28
"UNIVERSITE DE SOUSSE","Ecole Supérieure des Sciences et Techniques de la Santé de Sousse","Santé","الأدواتية الجراحية","مهن شبه طبية","Diplôme National en Licence",0,32,32
"UNIVERSITE DE SOUSSE","Ecole Supérieure des Sciences et Techniques de la Santé de Sousse","Santé","الإستعجالي والانعاش","مهن شبه طبية","Diplôme National en Licence",5,30,35
"UNIVERSITE DE SOUSSE","Ecole Supérieure des Sciences et Techniques de la Santé de Sousse","Services sociaux","الرعاية الصحية للأطفال","خدمات اجتماعية","Diplôme National en Licence",0,39,39
"UNIVERSITE DE SOUSSE","Ecole Supérieure des Sciences et Techniques de la Santé de Sousse","Santé","علوم الصحة","مهن شبه طبية","Mastère de recherche",0,21,21
"UNIVERSITE DE SOUSSE","Ecole Supérieure des Sciences et Techniques de la Santé de Sousse","Santé","مبحث و تدريم القدم","مهن شبه طبية","Diplôme National en Licence",2,18,20
"UNIVERSITE DE SOUSSE","Ecole Supérieure des Sciences et des Technologies de Hammam Sousse","Ingénierie et techniques apparentées","الأنظمة الالكترونية المحمولة و الأجهزة البيوطبية : الأنظمة الالكترونية المحمولة و الأجهزة البيوطبية","هندسة الإلكتروميكانيك والميكاترونيك","Mastère professionnel",7,9,16
"UNIVERSITE DE SOUSSE","Ecole Supérieure des Sciences et des Technologies de Hammam Sousse","Ingénierie et techniques apparentées","الأنظمة الإلكترونية المحمولة والأجهزة البيوطبية","هندسة صناعية والكترونيك وآلية","Mastère professionnel",5,6,11
"UNIVERSITE DE SOUSSE","Ecole Supérieure des Sciences et des Technologies de Hammam Sousse","Ingénierie et techniques apparentées","الإلكترونيك و الكهروتقنية و الآلية: الطاقات الكهربائية المتجددة","هندسة صناعية والكترونيك وآلية","Diplôme National en Licence",10,13,23
"UNIVERSITE DE SOUSSE","Ecole Supérieure des Sciences et des Technologies de Hammam Sousse","Ingénierie et techniques apparentées","الإلكترونيك و الكهروتقنية و الآلية: النظم المحمولة","هندسة صناعية والكترونيك وآلية","Diplôme National en Licence",19,18,37
"UNIVERSITE DE SOUSSE","Ecole Supérieure des Sciences et des Technologies de Hammam Sousse","Ingénierie et techniques apparentées","الإلكترونيك والكهروتقنية والآلية - هندسة صناعة الات خاصة أوتوماتيكية","هندسة صناعية والكترونيك وآلية","Diplôme National en Licence",6,6,12
"UNIVERSITE DE SOUSSE","Ecole Supérieure des Sciences et des Technologies de Hammam Sousse","Ingénierie et techniques apparentées","التحكم في النظم الصناعية","هندسة صناعية والكترونيك وآلية","Mastère professionnel",5,4,9
"UNIVERSITE DE SOUSSE","Ecole Supérieure des Sciences et des Technologies de Hammam Sousse","Mathématiques et statistiques","الرياضيات : الرياضيات والإعلامية","الرياضيات","Diplôme National en Licence",5,3,8
"UNIVERSITE DE SOUSSE","Ecole Supérieure des Sciences et des Technologies de Hammam Sousse","Sciences physiques","الفيزياء","فيزياء","Doctorat",1,4,5
"UNIVERSITE DE SOUSSE","Ecole Supérieure des Sciences et des Technologies de Hammam Sousse","Sciences physiques","الفيزياء : المواد","فيزياء","Mastère de recherche",0,10,10
"UNIVERSITE DE SOUSSE","Ecole Supérieure des Sciences et des Technologies de Hammam Sousse","Sciences physiques","الفيزياء العامة","فيزياء","Diplôme National en Licence",2,13,15
"UNIVERSITE DE SOUSSE","Ecole Supérieure des Sciences et des Technologies de Hammam Sousse","Sciences physiques","الفيزياء:المواد والطاقة","فيزياء","Mastère de recherche",1,19,20
"UNIVERSITE DE SOUSSE","Ecole Supérieure des Sciences et des Technologies de Hammam Sousse","Sciences physiques","الكيمياء : بحث","كيمياء","Diplôme National en Licence",0,31,31
"UNIVERSITE DE SOUSSE","Ecole Supérieure des Sciences et des Technologies de Hammam Sousse","Mathématiques et statistiques","رياضيات","الرياضيات","Doctorat",6,8,14
"UNIVERSITE DE SOUSSE","Ecole Supérieure des Sciences et des Technologies de Hammam Sousse","Mathématiques et statistiques","رياضيات","الرياضيات","Mastère de recherche",2,3,5
"UNIVERSITE DE SOUSSE","Ecole Supérieure des Sciences et des Technologies de Hammam Sousse","Sciences  informatique et multimédia","علوم الإعلامية: هندسة البرمجيات و نظم المعلومات","إعلامية","Diplôme National en Licence",30,30,60
"UNIVERSITE DE SOUSSE","Ecole Nationale d’Ingénieurs de Sousse","Ingénierie et techniques apparentées","الاتصالات المحمولة","إتصالات","Diplôme national d'ingénieur",14,13,27
"UNIVERSITE DE SOUSSE","Ecole Nationale d’Ingénieurs de Sousse","Sciences  informatique et multimédia","إعلامية تطبيقية","إعلامية","Diplôme national d'ingénieur",27,20,47
"UNIVERSITE DE SOUSSE","Ecole Nationale d’Ingénieurs de Sousse","Ingénierie et techniques apparentées","إلكترونيك صناعية","هندسة صناعية والكترونيك وآلية","Diplôme national d'ingénieur",26,33,59
"UNIVERSITE DE SOUSSE","Ecole Nationale d’Ingénieurs de Sousse","Ingénierie et techniques apparentées","الأنظمة الذكية لمراقبة حركة المرور (Hit4med)","هندسة صناعية والكترونيك وآلية","Mastère de recherche",3,4,7
"UNIVERSITE DE SOUSSE","Ecole Nationale d’Ingénieurs de Sousse","Sciences  informatique et multimédia","الأنظمة الذكية والمتصلة","إعلامية","Mastère de recherche",0,1,1
"UNIVERSITE DE SOUSSE","Ecole Nationale d’Ingénieurs de Sousse","Ingénierie et techniques apparentées","الميكانيك وهندسة الأنظمة","هندسة ميكانيكية","Mastère de recherche",2,3,5
"UNIVERSITE DE SOUSSE","Ecole Nationale d’Ingénieurs de Sousse","Sciences  informatique et multimédia","الهندسة الإعلامية الصناعية","إعلامية","Mastère de recherche",0,1,1
"UNIVERSITE DE SOUSSE","Ecole Nationale d’Ingénieurs de Sousse","Ingénierie et techniques apparentées","الهندسة الانتاجية","هندسة صناعية والكترونيك وآلية","Diplôme national d'ingénieur",8,10,18
"UNIVERSITE DE SOUSSE","Ecole Nationale d’Ingénieurs de Sousse","Ingénierie et techniques apparentées","الهندسة الذكية في المعارف","إتصالات","Mastère de recherche",1,0,1
"UNIVERSITE DE SOUSSE","Ecole Nationale d’Ingénieurs de Sousse","Ingénierie et techniques apparentées","ميكاترونيك","هندسة الإلكتروميكانيك والميكاترونيك","Diplôme national d'ingénieur",26,19,45
"UNIVERSITE DE SOUSSE","Ecole Nationale d’Ingénieurs de Sousse","Ingénierie et techniques apparentées","هندسة كهربائية","هندسة كهربائية","Doctorat",2,13,15
"UNIVERSITE DE SOUSSE","Ecole Nationale d’Ingénieurs de Sousse","Ingénierie et techniques apparentées","هندسة ميكانيكية","هندسة ميكانيكية","Doctorat",0,3,3
"UNIVERSITE DE SOUSSE","Ecole Nationale d’Ingénieurs de Sousse","Ingénierie et techniques apparentées","هندسة ميكانيكية: الانتاج الميكانيكي","هندسة ميكانيكية","Mastère professionnel",6,6,12
"UNIVERSITE DE SOUSSE","Institut Supérieur des Sciences Infirmières de Sousse","Santé","العلاجات التطيفية","مهن شبه طبية","Mastère professionnel",1,15,16
"UNIVERSITE DE SOUSSE","Institut Supérieur des Sciences Infirmières de Sousse","Santé","علوم التمريض","مهن شبه طبية","Diplôme National en Licence",41,41,82
"UNIVERSITE DE SOUSSE","Institut Supérieur d'Informatique et des Technologies de Communication de Hammam Sousse","Sciences  informatique et multimédia","إعلامية واتصالات","إعلامية","Diplôme national d'ingénieur",9,38,47
"UNIVERSITE DE SOUSSE","Institut Supérieur d'Informatique et des Technologies de Communication de Hammam Sousse","Sciences  informatique et multimédia","الذكاء الاصطناعي وتحليل البيانات","إعلامية","Mastère de recherche",1,14,15
"UNIVERSITE DE SOUSSE","Institut Supérieur d'Informatique et des Technologies de Communication de Hammam Sousse","Ingénierie et techniques apparentées","تكنولوجيا المعلومات: الاتصالات","إتصالات","Diplôme National en Licence",22,45,67
"UNIVERSITE DE SOUSSE","Institut Supérieur d'Informatique et des Technologies de Communication de Hammam Sousse","Sciences  informatique et multimédia","علوم الإعلامية","إعلامية","Doctorat",10,18,28
"UNIVERSITE DE SOUSSE","Institut Supérieur d'Informatique et des Technologies de Communication de Hammam Sousse","Sciences  informatique et multimédia","علوم الإعلامية: الإعلامية و الوسائط المتعددة","إعلامية","Diplôme National en Licence",27,42,69
"UNIVERSITE DE SOUSSE","Institut Supérieur d'Informatique et des Technologies de Communication de Hammam Sousse","Sciences  informatique et multimédia","علوم و تكنولوجيا المعلومات و الإتصال:خدمات الواب و الملتيميديا","إعلامية","Mastère professionnel",3,7,10
"UNIVERSITE DE SOUSSE","Institut Supérieur d'Informatique et des Technologies de Communication de Hammam Sousse","Sciences  informatique et multimédia","هندسة نظم الإعلامية : النظم المحمولة و إنترنات الآشياء","إعلامية","Diplôme National en Licence",32,36,68
"UNIVERSITE DE SOUSSE","Institut Supérieur d'Informatique et des Technologies de Communication de Hammam Sousse","Sciences  informatique et multimédia","• علوم وتكنولوجيا الإعلامية: خدمات و سلامة الشبكات","إعلامية","Mastère professionnel",1,13,14
"UNIVERSITE DE SOUSSE","Institut Supérieur de Gestion de Sousse","Affaires commerciales et administratives","نقد مالية بنك تأمين","تصرف","Diplôme National en Licence",27,51,78
"UNIVERSITE DE SOUSSE","Institut Supérieur de Gestion de Sousse","Affaires commerciales et administratives","إدارة الأعمال","تصرف","Doctorat",5,13,18
"UNIVERSITE DE SOUSSE","Institut Supérieur de Gestion de Sousse","Affaires commerciales et administratives","إدارة المخاطر المالية","تصرف","Mastère professionnel",10,10,20
"UNIVERSITE DE SOUSSE","Institut Supérieur de Gestion de Sousse","Sciences  informatique et multimédia","إعلامية التصرف : ذكاء الأعمال","إعلامية تصرف","Diplôme National en Licence",31,65,96
"UNIVERSITE DE SOUSSE","Institut Supérieur de Gestion de Sousse","Affaires commerciales et administratives","ادارة الفنادق والسياحة","تصرف","Mastère professionnel",5,12,17
"UNIVERSITE DE SOUSSE","Institut Supérieur de Gestion de Sousse","Sciences  informatique et multimédia","اعلامية التصرف:أنظمة المعلومات والمساعدة على أخذ القرار","إعلامية تصرف","Mastère de recherche",0,15,15
"UNIVERSITE DE SOUSSE","Institut Supérieur de Gestion de Sousse","Sciences sociales et du comportement","التحليل المالي باللغة الانقليزية","علوم اقتصادية","Mastère professionnel",5,13,18
"UNIVERSITE DE SOUSSE","Institut Supérieur de Gestion de Sousse","Affaires commerciales et administratives","التسويق لبعث المؤسسات والتجديد","تصرف","Mastère professionnel",3,11,14
"UNIVERSITE DE SOUSSE","Institut Supérieur de Gestion de Sousse","Affaires commerciales et administratives","بعث المؤسسات","تصرف","Mastère de recherche",0,1,1
"UNIVERSITE DE SOUSSE","Institut Supérieur de Gestion de Sousse","Affaires commerciales et administratives","علوم التصرف : ادارة الأعمال","تصرف","Diplôme National en Licence",23,47,70
"UNIVERSITE DE SOUSSE","Institut Supérieur de Gestion de Sousse","Affaires commerciales et administratives","علوم التصرف: التسويق","تصرف","Diplôme National en Licence",16,41,57
"UNIVERSITE DE SOUSSE","Institut Supérieur de Gestion de Sousse","Affaires commerciales et administratives","مالية","تصرف","Diplôme National en Licence",49,105,154
"UNIVERSITE DE SOUSSE","Institut Supérieur de Gestion de Sousse","Affaires commerciales et administratives","مالية","تصرف","Doctorat",0,10,10
"UNIVERSITE DE SOUSSE","Institut Supérieur de Gestion de Sousse","Affaires commerciales et administratives","مالية","تصرف","Mastère de recherche",0,4,4
"UNIVERSITE DE SOUSSE","Institut Supérieur de Gestion de Sousse","Affaires commerciales et administratives","محاسبة","محاسبة","Diplôme National en Licence",23,91,114
"UNIVERSITE DE SOUSSE","Institut Supérieur de Gestion de Sousse","Affaires commerciales et administratives","محاسبة","محاسبة","Mastère de recherche",4,5,9
"UNIVERSITE DE SOUSSE","Institut Supérieur de Gestion de Sousse","Affaires commerciales et administratives","محاسبة","محاسبة","Mastère professionnel",12,21,33
"UNIVERSITE DE SOUSSE","Institut Supérieur de Gestion de Sousse","Affaires commerciales et administratives","هندسة مالية","تصرف","Mastère professionnel",3,24,27
"UNIVERSITE DE SOUSSE","Institut Supérieur des Sciences Appliquées et de Technologie de Sousse","Ingénierie et techniques apparentées","إلكترونيك صناعي","هندسة صناعية والكترونيك وآلية","Diplôme National en Licence",12,5,17
"UNIVERSITE DE SOUSSE","Institut Supérieur des Sciences Appliquées et de Technologie de Sousse","Ingénierie et techniques apparentées","الأنظمة الإلكترونية المحمولة","هندسة صناعية والكترونيك وآلية","Mastère de recherche",1,1,2
"UNIVERSITE DE SOUSSE","Institut Supérieur des Sciences Appliquées et de Technologie de Sousse","Sciences  informatique et multimédia","الأنظمة الذكية المنتشرة","إعلامية","Mastère de recherche",7,12,19
"UNIVERSITE DE SOUSSE","Institut Supérieur des Sciences Appliquées et de Technologie de Sousse","Sciences  informatique et multimédia","الأنظمة المحمولة","إعلامية","Diplôme National en Licence",33,22,55
"UNIVERSITE DE SOUSSE","Institut Supérieur des Sciences Appliquées et de Technologie de Sousse","Ingénierie et techniques apparentées","الأنظمة الميكانيكية","هندسة ميكانيكية","Mastère de recherche",2,3,5
"UNIVERSITE DE SOUSSE","Institut Supérieur des Sciences Appliquées et de Technologie de Sousse","Architecture et bâtiment","البناء","هندسة مدنية","Diplôme National en Licence",26,29,55
"UNIVERSITE DE SOUSSE","Institut Supérieur des Sciences Appliquées et de Technologie de Sousse","Ingénierie et techniques apparentées","الكترونيك واعلامية صناعية","هندسة صناعية والكترونيك وآلية","Diplôme National en Licence",13,15,28
"UNIVERSITE DE SOUSSE","Institut Supérieur des Sciences Appliquées et de Technologie de Sousse","Ingénierie et techniques apparentées","الميكاترونيك الصناعي","هندسة الإلكتروميكانيك والميكاترونيك","Diplôme National en Licence",21,6,27
"UNIVERSITE DE SOUSSE","Institut Supérieur des Sciences Appliquées et de Technologie de Sousse","Ingénierie et techniques apparentées","الهندسة الطاقية:التحكم والإستغلال الرشيد للطاقة","هندسة موارد بيئية","Diplôme National en Licence",3,4,7
"UNIVERSITE DE SOUSSE","Institut Supérieur des Sciences Appliquées et de Technologie de Sousse","Sciences  informatique et multimédia","علوم الإعلامية : هندسة البرمجات و نظم المعلومات","إعلامية","Diplôme National en Licence",36,20,56
"UNIVERSITE DE SOUSSE","Institut Supérieur des Sciences Appliquées et de Technologie de Sousse","Ingénierie et techniques apparentées","ميكاترونيك السيارات","هندسة الإلكتروميكانيك والميكاترونيك","Diplôme National en Licence",40,13,53
"UNIVERSITE DE SOUSSE","Institut Supérieur des Sciences Appliquées et de Technologie de Sousse","Ingénierie et techniques apparentées","ميكانيك المواد","هندسة ميكانيكية","Mastère de recherche",4,7,11
"UNIVERSITE DE SOUSSE","Institut Supérieur des Sciences Appliquées et de Technologie de Sousse","Sciences  informatique et multimédia","هندسة البرمجيات","إعلامية","Diplôme national d'ingénieur",53,51,104
"UNIVERSITE DE SOUSSE","Institut Supérieur des Sciences Appliquées et de Technologie de Sousse","Ingénierie et techniques apparentées","هندسة طاقية: التبريد و التكييف","هندسة موارد بيئية","Diplôme National en Licence",7,23,30
"UNIVERSITE DE SOUSSE","Institut Supérieur des Sciences Appliquées et de Technologie de Sousse","Architecture et bâtiment","هندسة مدنية: الجسور و الطرقات","هندسة مدنية","Diplôme National en Licence",9,8,17
"UNIVERSITE DE SOUSSE","Institut Supérieur des Sciences Appliquées et de Technologie de Sousse","Ingénierie et techniques apparentées","هندسة ميكانيكية: الانتاجية","هندسة ميكانيكية","Diplôme National en Licence",87,47,134
"UNIVERSITE DE SOUSSE","Institut Supérieur des Sciences Appliquées et de Technologie de Sousse","Ingénierie et techniques apparentées","هندسة ميكانيكية:هندسة أساليب الانتاج الميكانيكي","هندسة ميكانيكية","Mastère professionnel",9,2,11
"UNIVERSITE DE SOUSSE","Institut Supérieur des Sciences Appliquées et de Technologie de Sousse","Sciences  informatique et multimédia","هندسة نظم الإعلامية : النظم المحمولة و إنترنات الآشياء","إعلامية","Diplôme National en Licence",18,29,47
"UNIVERSITE DE SOUSSE","Institut Supérieur Agronomique de Chott Mériem","Agriculture sylviculture et halieutique","أنظمة البستنة","علوم فلاحية","Diplôme national d'ingénieur",3,5,8
"UNIVERSITE DE SOUSSE","Institut Supérieur Agronomique de Chott Mériem","Agriculture sylviculture et halieutique","إنتاج حيواني","علوم فلاحية","Diplôme national d'ingénieur",1,5,6
"UNIVERSITE DE SOUSSE","Institut Supérieur Agronomique de Chott Mériem","Agriculture sylviculture et halieutique","إنتاج حيواني","علوم فلاحية","Doctorat",0,3,3
"UNIVERSITE DE SOUSSE","Institut Supérieur Agronomique de Chott Mériem","Agriculture sylviculture et halieutique","إنتاج حيواني وعلفي","علوم فلاحية","Mastère de recherche",0,7,7
"UNIVERSITE DE SOUSSE","Institut Supérieur Agronomique de Chott Mériem","Agriculture sylviculture et halieutique","التربة والمياه والمحيط","علوم فلاحية","Doctorat",0,3,3
"UNIVERSITE DE SOUSSE","Institut Supérieur Agronomique de Chott Mériem","Agriculture sylviculture et halieutique","بستنة","علوم فلاحية","Diplôme National en Licence",8,18,26
"UNIVERSITE DE SOUSSE","Institut Supérieur Agronomique de Chott Mériem","Agriculture sylviculture et halieutique","بستنة","علوم فلاحية","Diplôme national d'ingénieur",1,19,20
"UNIVERSITE DE SOUSSE","Institut Supérieur Agronomique de Chott Mériem","Agriculture sylviculture et halieutique","بستنة","علوم فلاحية","Mastère professionnel",1,13,14
"UNIVERSITE DE SOUSSE","Institut Supérieur Agronomique de Chott Mériem","Agriculture sylviculture et halieutique","تهيئة الفضاءات","علوم فلاحية","Diplôme National en Licence",1,6,7
"UNIVERSITE DE SOUSSE","Institut Supérieur Agronomique de Chott Mériem","Agriculture sylviculture et halieutique","تهيئة الفضاءات","علوم فلاحية","Diplôme national d'ingénieur",0,6,6
"UNIVERSITE DE SOUSSE","Institut Supérieur Agronomique de Chott Mériem","Protection de l’environnement","حماية النباتات والمحيط","حماية البيئة","Doctorat",0,2,2
"UNIVERSITE DE SOUSSE","Institut Supérieur Agronomique de Chott Mériem","Agriculture sylviculture et halieutique","دراسة الفضاءات وتنمية المناطق","علوم فلاحية","Doctorat",0,1,1
"UNIVERSITE DE SOUSSE","Institut Supérieur des Beaux Arts de Sousse","Arts","1- فنون المعارض و ممارساتها","علوم وتقنيات الفنون","Doctorat",5,30,35
"UNIVERSITE DE SOUSSE","Institut Supérieur des Beaux Arts de Sousse","Arts","1- فنون المعارض و ممارساتها","علوم وتقنيات الفنون","Mastère professionnel",2,8,10
"UNIVERSITE DE SOUSSE","Institut Supérieur des Beaux Arts de Sousse","Arts","التصميم","فنون وحرف","Mastère de recherche",1,18,19
"UNIVERSITE DE SOUSSE","Institut Supérieur des Beaux Arts de Sousse","Arts","التصميم : تنمية مستدامة","فنون وحرف","Mastère professionnel",5,15,20
"UNIVERSITE DE SOUSSE","Institut Supérieur des Beaux Arts de Sousse","Arts","الفنون التشكيلية","الفن التشكيلي","Mastère de recherche",1,20,21
"UNIVERSITE DE SOUSSE","Institut Supérieur des Beaux Arts de Sousse","Arts","الفنون التشكيلية: حفر","الفن التشكيلي","Diplôme National en Licence",1,5,6
"UNIVERSITE DE SOUSSE","Institut Supérieur des Beaux Arts de Sousse","Arts","الفنون التشكيلية: رسم","الفن التشكيلي","Diplôme National en Licence",0,7,7
"UNIVERSITE DE SOUSSE","Institut Supérieur des Beaux Arts de Sousse","Arts","تصميم الفضاء","فنون وحرف","Diplôme National en Licence",16,93,109
"UNIVERSITE DE SOUSSE","Institut Supérieur des Beaux Arts de Sousse","Arts","تصميم الصورة","فنون وحرف","Diplôme National en Licence",9,35,44
"UNIVERSITE DE SOUSSE","Institut Supérieur des Beaux Arts de Sousse","Arts","تصميم الصورة","فنون وحرف","Mastère professionnel",1,10,11
"UNIVERSITE DE SOUSSE","Institut Supérieur des Beaux Arts de Sousse","Arts","تصميم الصورة: إشهار سمعي بصري","فنون وحرف","Diplôme National en Licence",10,5,15
"UNIVERSITE DE SOUSSE","Institut Supérieur des Beaux Arts de Sousse","Arts","تصميم الفضاء : هندسة داخلية","فنون وحرف","Mastère professionnel",7,35,42
"UNIVERSITE DE SOUSSE","Institut Supérieur des Beaux Arts de Sousse","Arts","تصميم المنتوج: ابتكار صناعي","فنون وحرف","Diplôme National en Licence",4,17,21
"UNIVERSITE DE SOUSSE","Institut Supérieur des Beaux Arts de Sousse","Arts","تصميم المنتوج: ابتكار صناعي","فنون وحرف","Mastère professionnel",1,12,13
"UNIVERSITE DE SOUSSE","Institut Supérieur des Beaux Arts de Sousse","Lettres","حفظ الممتلكات الثقافية وترميمها: المحافظة على العقارات وترميمها","تراث وعلم الآثار","Diplôme National en Licence",0,4,4
"UNIVERSITE DE SOUSSE","Institut Supérieur des Beaux Arts de Sousse","Arts","فن وتكنولوجيا الخزف","علوم وتقنيات الفنون","Mastère professionnel",0,3,3
"UNIVERSITE DE SOUSSE","Institut Supérieur des Beaux Arts de Sousse","Arts","فنون تشكيلية : خزف","الفن التشكيلي","Diplôme National en Licence",0,4,4
"UNIVERSITE DE SOUSSE","Institut Supérieur des Beaux Arts de Sousse","Arts","فنون تشكيلية : نحت","الفن التشكيلي","Diplôme National en Licence",1,1,2
"UNIVERSITE DE SOUSSE","Institut Supérieur des Beaux Arts de Sousse","Arts","فنون تشكيلية:تصوير فوتوغرافي","الفن التشكيلي","Diplôme National en Licence",6,8,14
"UNIVERSITE DE SOUSSE","Institut Supérieur des Beaux Arts de Sousse","Arts","فنون تشكيلية:تصوير فوتوغرافي","الفن التشكيلي","Mastère professionnel",3,5,8
"UNIVERSITE DE SOUSSE","Institut Supérieur des Beaux Arts de Sousse","Arts","فنون تشكيلية:فنون وسائطية","الفن التشكيلي","Diplôme National en Licence",2,14,16
"UNIVERSITE DE SOUSSE","Institut Supérieur de Finances et de Fiscalité de Sousse","Lettres","اقتصاد و مالية دولية","الشريعة وأصول الدين","Mastère de recherche",1,7,8
"UNIVERSITE DE SOUSSE","Institut Supérieur de Finances et de Fiscalité de Sousse","Affaires commerciales et administratives","التصرف المالي والجبائي","تصرف","Mastère professionnel",2,22,24
"UNIVERSITE DE SOUSSE","Institut Supérieur de Finances et de Fiscalité de Sousse","Affaires commerciales et administratives","المالية","تصرف","Diplôme National en Licence",47,117,164
"UNIVERSITE DE SOUSSE","Institut Supérieur de Finances et de Fiscalité de Sousse","Affaires commerciales et administratives","المحاسبة والمراقبة والتدقيق","محاسبة","Mastère professionnel",1,24,25
"UNIVERSITE DE SOUSSE","Institut Supérieur de Finances et de Fiscalité de Sousse","Affaires commerciales et administratives","محاسبة","محاسبة","Diplôme National en Licence",41,74,115
"UNIVERSITE DE SOUSSE","Institut Supérieur de Musique de Sousse","Arts","آداء الموسيقى العربية","موسيقى","Mastère de recherche",1,0,1
"UNIVERSITE DE SOUSSE","Institut Supérieur de Musique de Sousse","Arts","آداء الموسيقى الغربية","موسيقى","Mastère de recherche",1,3,4
"UNIVERSITE DE SOUSSE","Institut Supérieur de Musique de Sousse","Arts","إلتقاط الصوت","موسيقى","Diplôme National en Licence",12,5,17
"UNIVERSITE DE SOUSSE","Institut Supérieur de Musique de Sousse","Arts","العلوم الموسيقية","موسيقى","Diplôme National en Licence",6,14,20
"UNIVERSITE DE SOUSSE","Institut Supérieur de Musique de Sousse","Arts","العلوم الموسيقية","موسيقى","Mastère de recherche",2,3,5
"UNIVERSITE DE SOUSSE","Institut Supérieur de Musique de Sousse","Arts","الموسيقى و العلوم الموسيقية: الموسيقى و الأداء","موسيقى","Diplôme National en Licence",8,8,16
"UNIVERSITE DE SOUSSE","Institut Supérieur du Transport et de la Logistique de Sousse","Services de transport","ادارة شؤون النقل البحري","تصرف في النقل واللوجستيك","Mastère professionnel",3,10,13
"UNIVERSITE DE SOUSSE","Institut Supérieur du Transport et de la Logistique de Sousse","Services de transport","تكنولوجيا وهندسة النقل: النقل البحري","علوم وتقنيات النقل واللوجستيك","Diplôme National en Licence",3,17,20
"UNIVERSITE DE SOUSSE","Institut Supérieur du Transport et de la Logistique de Sousse","Services de transport","تكنولوجيا وهندسة النقل: النقل البري","علوم وتقنيات النقل واللوجستيك","Diplôme National en Licence",7,12,19
"UNIVERSITE DE SOUSSE","Institut Supérieur du Transport et de la Logistique de Sousse","Services de transport","تكنولوجيا وهندسة النقل: تشخيص وصيانة أنظمة النقل","النقل متعدد الطرق والخدمات المطبقة","Diplôme National en Licence",6,8,14
"UNIVERSITE DE SOUSSE","Institut Supérieur du Transport et de la Logistique de Sousse","Services de transport","علوم النقل: النقل والتخطيط الحضري","النقل متعدد الطرق والخدمات المطبقة","Diplôme National en Licence",4,21,25
"UNIVERSITE DE SOUSSE","Institut Supérieur du Transport et de la Logistique de Sousse","Services de transport","علوم النقل: شؤون البحرية و الموانئ","النقل متعدد الطرق والخدمات المطبقة","Diplôme National en Licence",9,25,34
"UNIVERSITE DE SOUSSE","Institut Supérieur du Transport et de la Logistique de Sousse","Services de transport","علوم وهندسة النقل واللوجستية : علوم النقل واللوجستية","تصرف في النقل واللوجستيك","Mastère de recherche",3,7,10
